n_drones,n_chargers,seed,month,total_packages,late_count,on_time_rate,mean_delivery_t,p95_delivery_t,p50_delivery_t,mean_wait_t,p95_wait_t,drone_util_fly,drone_util_charge,drone_util_wait,season,wind_mult
3,2,13,10,86,1,0.9883720930232558,46.86765087584629,96.78082055152962,48.32568109290844,40.83196308568011,91.23981498218821,0.38130753352453994,0.39605298569192504,0.022510826698454594,post_rains,1.1
3,2,14,10,76,0,1.0,34.398922476696896,97.34702553898804,14.702262269732842,28.50115101983883,92.27208125158344,0.3306410622479985,0.34884629984002735,0.015544691421066313,post_rains,1.1
3,2,15,10,92,0,1.0,35.038098568648046,76.64908412068561,32.79616445947664,29.288998120028943,69.65346870726971,0.3917905490910791,0.4165980767831947,0.03389673957083557,post_rains,1.1
3,2,16,10,101,0,1.0,48.36316652871829,90.89801661837402,52.2177250108536,42.311598639824396,82.36320272185998,0.4527469309468766,0.45826615444162516,0.034887463358768654,post_rains,1.1
3,2,17,10,83,0,1.0,22.57691938686062,55.82943679463725,17.55595635263421,16.691373444542126,50.641171346137554,0.3618520838610629,0.3811544823957783,0.011366747136053158,post_rains,1.1
3,2,18,10,80,0,1.0,44.91511576533087,87.15265416395935,42.712247414003244,38.440027986285386,79.25655036099054,0.3821576712808526,0.3955027201223305,0.01898306467823644,post_rains,1.1
3,2,19,10,78,0,1.0,22.247439913646023,48.0131251483562,18.227664245434823,16.293463021709414,41.71839881094483,0.34224840436525567,0.3681609389503372,0.028641320374260613,post_rains,1.1
3,2,20,10,87,13,0.8505747126436781,58.665107961631364,150.60980102192593,46.29754196882175,52.38595137536252,143.86984316951646,0.40465675778176874,0.40195687171689476,0.013509370283811908,post_rains,1.1
3,2,21,10,70,0,1.0,21.825931987758963,46.57582484215949,20.631128249331653,15.59808344069418,41.74134119889523,0.32292548021817363,0.349478263947547,0.007624554345768365,post_rains,1.1
3,2,22,10,94,6,0.9361702127659575,53.19053853475343,129.2731503450108,48.1531774228919,47.17006999834329,122.30108783843717,0.417520157758748,0.4259174408505955,0.025637744143731045,post_rains,1.1
3,2,23,10,82,0,1.0,35.59794165009285,80.17187298386399,27.005398741713208,29.65351901021038,73.60372478979566,0.3610686344224913,0.3898367796172247,0.02159677863778271,post_rains,1.1
3,2,24,10,62,0,1.0,23.619139648468153,52.31642276591556,17.043733993020894,17.242616179819873,48.05770355533522,0.2928477444860693,0.3043591920385969,0.010901416761168613,post_rains,1.1
3,2,25,10,74,0,1.0,28.295831449956367,65.96346206070524,22.773676979007917,22.18687049319261,60.292225903555995,0.33486156355593955,0.3634368316891666,0.011993682256364427,post_rains,1.1
