n_drones,n_chargers,seed,month,total_packages,late_count,on_time_rate,mean_delivery_t,p95_delivery_t,p50_delivery_t,mean_wait_t,p95_wait_t,drone_util_fly,drone_util_charge,drone_util_wait
3,5,24,1,74,0,1.0,21.833363586235816,47.4434432955973,19.801159760448144,16.0634641830062,42.171917013040904,0.3162759672881421,0.3287662043130092,0.0
3,5,25,1,78,0,1.0,26.393847720403162,63.07901805906343,25.90142513514411,20.38477686418847,56.65256806085813,0.3471907605812934,0.3560666706770601,0.0
3,5,26,1,62,0,1.0,21.56538084596475,50.77128637210614,17.640879928036156,15.310854281823278,43.97523370756446,0.28724492368649696,0.2952638913637477,0.0
3,5,27,1,84,22,0.7380952380952381,69.10928856502672,174.46315407116882,51.6255074275781,62.89706549930619,168.61773343897514,0.3848512267211011,0.3813387320260151,0.0
3,5,28,1,89,0,1.0,26.43178360473466,76.14925196361186,18.3567232259187,20.395006237830827,70.34387323881003,0.39798013752180833,0.3741810310495583,0.0
3,5,29,1,96,21,0.78125,80.04367752776884,151.02475391335517,75.85078936697303,73.95856739100157,143.49577085729118,0.4302251912959956,0.4145862064116616,0.0
3,5,30,1,79,0,1.0,25.40405653393792,69.03785894149885,17.421017554278023,19.307880512969184,62.09020450057614,0.35542142121139436,0.3676405456716224,0.0
3,6,1,1,76,0,1.0,18.440190616303493,47.968012714595346,9.500463799483441,12.414947885836678,41.24946163777619,0.3367412931723071,0.3208263934512608,0.0
3,6,2,1,101,0,1.0,32.768587159375556,68.67657011362496,30.05843474439132,26.82389743372566,63.012352095889185,0.44260679648041196,0.41185300816358,0.0
3,6,3,1,88,0,1.0,36.31864713686084,90.14774358625827,21.426506366479742,30.20127636555792,83.16337549697167,0.39876194657381997,0.40066225169202824,0.0
3,6,4,1,78,14,0.8205128205128205,58.56114074876731,146.4151446548873,40.229383999408086,52.07806476975724,140.88291271998773,0.3716979258150593,0.35129540688795413,0.0
3,6,5,1,89,0,1.0,31.821653066295486,83.0318335816726,25.327201436862026,25.711732629991204,78.6530604183505,0.40280216209709646,0.38049522902666966,0.0
3,6,6,1,96,0,1.0,47.90611600948515,95.58435450460064,45.517743093253785,41.655806621909356,89.32851423759124,0.4415928190213981,0.42989443120580534,0.0
3,6,7,1,77,0,1.0,27.60713400587565,66.41445282719145,24.515736395484623,21.20444450193152,58.798380723851835,0.36345710865602154,0.3514155360110935,0.0
3,6,8,1,72,0,1.0,29.829335069712208,62.39414552579569,26.4225476917905,23.877816117707617,56.68973471996289,0.31741434410691155,0.30803656183422784,0.0
3,6,9,1,77,0,1.0,18.589357600985128,59.44827989360052,8.897112510210832,12.611190253599313,50.924203329037056,0.34097695240645004,0.34474689563804617,0.0
3,6,10,1,95,1,0.9894736842105263,46.424073083395335,102.36972894420906,42.81406939665058,40.35713700129876,96.6918005630842,0.4269325391104986,0.4240066261258843,0.0
3,6,11,1,79,0,1.0,17.900781760465232,40.695467309776525,15.14313133010262,11.938444763902655,34.993937917556686,0.34890712794699497,0.3419011530119569,0.0
3,6,12,1,82,0,1.0,38.046066704252986,89.71019722939356,35.61884932712354,31.93089710353816,85.65774506235346,0.36848694223647965,0.3583644161420149,0.0
3,6,13,1,83,18,0.7831325301204819,53.376254169753395,152.88689368037913,25.49540199012762,47.251147068159014,147.36553010640841,0.3765806588387661,0.35550164342778967,0.0
3,6,14,1,83,8,0.9036144578313253,57.905588559807356,132.0072367942325,57.955202954709875,51.75782461212243,127.51851165179714,0.37797363530210987,0.37135479714530856,0.0
3,6,15,1,99,8,0.9191919191919192,68.0199800782548,125.21866543850707,66.36729296844067,61.95796935998185,119.12551035759,0.4397872327276897,0.4241799413987093,0.0
3,6,16,1,75,0,1.0,19.060517116689326,45.57185066318372,14.578102936837013,12.573689398931423,37.24684277831342,0.36037931765321674,0.35614785470410276,0.0
3,6,17,1,86,0,1.0,34.30506327286221,80.67146063037526,27.4899972393184,28.13140933163749,73.59881927977759,0.3932846214409831,0.3774746699706941,0.0
3,6,18,1,94,0,1.0,41.915785723271206,95.89796560669087,34.47646493189511,35.890559254711796,89.48762440431794,0.41741771404762756,0.39502566730356986,0.0
